email_id,subject,body,insurance_type,intent,priority,policy_number,claim_number,action,decision_reason,response_email,human_note
insurance-email-057,Travel policy not showing,"Good morning, I bought travel insurance online but I can't find the policy in my account. I only have the reference TRV-880261. Can you help?",travel,policy_information,medium,TRV-880261,,reply_to_client,Policy record found and the customer asked for basic policy information; the record is active and sufficient to respond safely.,"Subject: Re: Travel policy not showing

Good morning,

Thanks for your message. I checked the reference TRV-880261, and the travel policy is active and remains in force for the travel period.

If you still cannot see it in your account, please try signing out and back in, and confirm that you are using the same account details used when the policy was purchased. If the policy still does not appear, please reply with any additional account details you believe may be linked to the purchase so we can look into it further.

Kind regards,
Customer Service",
insurance-email-058,Please check my claim number,"Dear team, I think I wrote my claim number incorrectly on the form. It should be CLM-220774, or maybe CLM-220775. Could you check which one is active?",unknown,claim_status,medium,,CLM-220774,reply_to_client,"The provided claim number was found and the alternate claim number was not found, so the client’s question can be answered safely with the record result.","Dear Customer,

Thank you for your message. I checked the claim number you provided, CLM-220774, and it is active. The current status is assessment in progress, which means the damage information is being reviewed.

I also checked CLM-220775, and no claim was found under that number.

If you intended to reference a different claim, please send the correct claim number and we will be happy to look into it.

Kind regards,
Customer Care",
insurance-email-059,Change vehicle on policy,"Hi, I sold my old car and bought another one. I need to change the vehicle details on policy AUT-644901. Please tell me what information you require.",auto,policy_change,medium,AUT-644901,,reply_to_client,"Policy found and active; the customer is asking for the information needed to update vehicle details, which can be answered generally without modifying the policy.","Subject: Re: Change vehicle on policy

Hello,

Thank you for reaching out. We can help update the vehicle on your auto policy, and your policy is currently active.

To begin the change, please reply with the following details for the new vehicle:
- Year, make, model, and trim
- Vehicle identification number (VIN)
- Current mileage
- Date you acquired the vehicle
- Whether the vehicle is financed or leased
- Any changes to how the vehicle will be used (for example, commute, business, or pleasure)

If you also have proof of purchase or registration information available, please include that as well.

Once we receive the details, we can review the requested update and let you know the next steps.

Best regards,
Customer Service",
insurance-email-060,Holiday cancellation evidence,"Hello, I had to cancel my trip due to a last-minute medical issue. I need to send proof for my travel claim. Policy TRV-715309. Where should I upload the doctor note?",travel,document_submission,high,TRV-715309,,escalate_to_human,"Customer requests document submission guidance, but the case is marked for human review and the policy is expired; safest response is escalation.",,"Customer wants to upload medical evidence for travel claim under policy TRV-715309. Policy found but status is expired. Please verify whether a claim exists, confirm the correct upload channel for supporting documents, and advise the customer accordingly."
insurance-email-061,Home policy renewal question,"Dear insurance company, my home policy is due soon and I want to know if I can keep the same cover without increasing the sum insured. Policy HMO-470128.",home,policy_information,medium,HMO-470128,,reply_to_client,Policy record found and the question can be answered at a high level without making unsupported commitments.,"Dear Customer,

Thank you for your email regarding policy HMO-470128.

We can confirm that your home policy is currently active and available for service. If you would like to keep the same cover when your renewal is due, you may be able to do so, subject to the terms and conditions of your policy and any renewal options available at that time.

Please note that any change to your sum insured or cover will depend on the renewal terms applicable to your policy. If you would like to review your renewal options in more detail, please contact us with your renewal documents or preferred changes, and we will be happy to help.

Kind regards,
Insurance Customer Service",
insurance-email-062,Claim call back request,"Hi, I opened a claim for damage to my garage door after strong wind. Claim HCL-900517. Could someone call me back? I missed a message from your team.",home,claim_status,medium,,HCL-900517,reply_to_client,Claim record found and status can be safely shared at a high level; request is for a callback after a missed message.,"Hello,

Thank you for your message. I can confirm that claim HCL-900517 is closed and retained for reference.

If you would still like someone to call you back, please reply with the best phone number and a convenient time to reach you, and we will pass that along to the appropriate team.

Kind regards,
Customer Care",
insurance-email-063,Travel cover for electronics,"Hello, does my travel insurance cover my laptop if it is damaged on the trip? Policy TRV-622847. I may take it with me for work.",travel,policy_information,medium,TRV-622847,,escalate_to_human,"The policy record only confirms the travel policy is active; it does not provide coverage details for laptops or work-related personal electronics, so a safe answer cannot be given without reviewing the policy wording.",,"Please verify the travel policy wording for coverage of personal electronics, including laptops taken for work, and confirm any relevant exclusions, limits, or conditions before responding."
insurance-email-064,Payment schedule needed,"Good afternoon, I would like to change my auto insurance payments from annual to quarterly. Policy AUT-107664. Is that possible for my account?",auto,policy_change,medium,AUT-107664,,escalate_to_human,"Policy found, but payment verification is pending and the customer is requesting a billing schedule change that should be reviewed by a human.",,Policy AUT-107664 is in payment_pending status. Customer asked to change auto payment frequency from annual to quarterly. Please verify whether the account is eligible for a payment schedule change and advise the customer accordingly.
insurance-email-065,Claim estimate too low,"Dear claims team, I do not agree with the repair estimate for my car claim CLM-551933. It seems much too low compared with the garage quote I received.",auto,complaint,high,,CLM-551933,escalate_to_human,"Customer disputes a repair estimate on an active claim, which is a complaint and contested decision requiring manual review; claim record shows payment processing has started.",,"Customer contests the repair estimate for claim CLM-551933 and says it is lower than a garage quote. Claim record shows payment processing has started. Please review the estimate, compare with the customer’s supporting quote, and respond to the customer."
insurance-email-066,Need house inventory advice,"Hello, I am updating my home contents list and want to know if I should send it to you. Policy HMO-276501. Not sure if it is needed.",home,document_submission,medium,HMO-276501,,escalate_to_human,"Policy number provided but the policy record was not found, so I cannot safely advise on whether the contents list should be sent.",,Customer asks whether to send a home contents inventory for policy HMO-276501. Policy lookup returned not found. Please verify the policy number/coverage and advise the customer whether the document is needed.
insurance-email-067,Travel insurance extension,"Hi, I may stay abroad longer than expected and need to extend my travel policy by one more week. Policy TRV-119803. Can this be done?",travel,policy_change,medium,TRV-119803,,escalate_to_human,"Policy found but it is expired, so the requested extension cannot be handled safely without human review of options and eligibility.",,"Customer requests a one-week extension for travel policy TRV-119803. Policy record shows it is expired before the trip change request. Please verify whether any exception, reinstatement, or alternative coverage option is available and respond to the customer."
insurance-email-068,Auto claim after hailstorm,"Good day, my car got dented during a hailstorm last night. I want to report the damage. Policy AUT-832114. There are several dents on the roof and hood.",auto,claim_opening,high,AUT-832114,,reply_to_client,Policy was found and the customer is asking to report auto hail damage; we can acknowledge the report and direct them to the claims process without making any coverage or payment commitments.,"Subject: Re: Auto claim after hailstorm

Good day,

Thank you for contacting us to report the hail damage to your vehicle. We have located your auto policy, and it is currently expired and needs renewal for further use.

Please send us any additional details you have about the damage, including the date and time of the hailstorm, the vehicle information, and any photos of the dents on the roof and hood. If you would like to proceed, please also confirm your preferred contact number so the next steps can be coordinated.

Kind regards,
Claims Support",
insurance-email-069,Need confirmation of cover,"Hello, I am about to rent a car on holiday and want to know if my travel policy includes rental excess cover. Policy TRV-500271. Please confirm.",travel,policy_information,medium,TRV-500271,,escalate_to_human,"Policy record was found, but the available details do not state whether rental excess cover is included, so the request cannot be answered completely and safely from the record provided.",,Please verify the travel policy TRV-500271 for rental excess cover and respond to the customer with the correct coverage confirmation.
insurance-email-070,Policy questions about vacant home,"Dear team, my house will be empty for about two months while I work overseas. Does my home policy still cover it? Policy HMO-883190. I can give more details if needed.",home,policy_information,medium,HMO-883190,,reply_to_client,Policy record found and the question can be answered safely from the record: the policy is expired and awaiting renewal if needed.,"Dear Customer,

Thank you for your email regarding policy HMO-883190.

Our records show that this home policy is currently expired and is awaiting renewal if needed. Because of that, it is not currently active.

If you would like to discuss renewing the policy or need help with next steps, please let us know and we will be happy to assist.

Kind regards,
Customer Service",
insurance-email-071,Claim progress after inspection,"Hi, an inspector visited my apartment for claim CLM-774205 last week. Can you tell me what the next step is? I have not heard anything since then.",home,claim_status,medium,,CLM-774205,reply_to_client,Claim record found and status is sufficient to answer the customer’s process question.,"Subject: Re: Claim progress after inspection

Hello,

Thank you for your message. I checked claim CLM-774205, and the claim assessment is currently in progress with the existing documents.

The next step is for the assessment to continue. Once it is complete, you should receive an update on the outcome or any additional information needed.

If you have any new documents or information you would like us to consider, you can send them in reply to this message.

Best regards,
Customer Service",
insurance-email-072,Update payment card,"Hello, my card expired and I need to update the payment details for my auto insurance. Policy AUT-690123. Please let me know how to do this.",auto,policy_change,medium,AUT-690123,,reply_to_client,"Policy found and the request is a routine payment method update; the record shows only that premium payment is pending verification, with no conflicting information requiring escalation.","Subject: Re: Update payment card

Hello,

Thank you for reaching out. I can help with updating your payment details for policy AUT-690123.

Please contact our billing or policy services team with your new card information so they can update your payment method securely. If you have access to your online account, you may also be able to review or update your payment details there.

For your reference, your policy currently shows a payment pending verification status.

If you would like, I can also help with the next steps for submitting the update.

Best regards,
Customer Service",
insurance-email-073,Travel policy for business trip,"Dear support, I bought travel insurance for a leisure trip, but now the trip is for business instead. Is my policy still valid? Reference TRV-221608.",travel,policy_information,medium,TRV-221608,,reply_to_client,Policy record found and the customer asks a general policy-information question that can be answered from the record.,"Dear Customer,

Thank you for reaching out. I found your travel policy reference TRV-221608, and the policy is currently active.

The record indicates that coverage remains active for travel use. If your trip purpose has changed from leisure to business, you may want to review your policy documents or contact us to confirm whether that change affects your coverage details.

Kind regards,
Support Team",
insurance-email-074,Broken pipe and ceiling stain,"Hi, I found water stains on my ceiling after a pipe problem upstairs. I want to start a home claim if possible. Policy HMO-415902.",home,claim_opening,high,HMO-415902,,escalate_to_human,"Policy was found, but the record shows payment verification is still outstanding, so the request to open a home claim should be reviewed by a human before proceeding.",,"Customer wants to open a home claim for water damage. Policy HMO-415902 is found, but payment verification is still outstanding. Please verify policy eligibility/status and advise on next steps for claim initiation."
insurance-email-075,Request for duplicate letter,"Hello, I need a duplicate letter showing my auto insurance is active. Policy AUT-333801. Could you send it by email today?",auto,document_request,high,AUT-333801,,reply_to_client,"Policy AUT-333801 was found and is active, so a duplicate active-status letter can be requested without escalation.","Subject: Re: Request for duplicate letter

Hello,

Thank you for your email. We can help with a duplicate letter confirming that your auto policy is active.

Policy AUT-333801 is active and in good standing.

Please let us know if you would like us to send the letter to the email address we have on file.

Kind regards,
Customer Service",
insurance-email-076,Claim number missing from email,"Dear team, I got an email about my travel claim but the claim number was blank. I think it relates to my luggage delay. Policy TRV-704119. Can you resend it?",travel,document_request,medium,TRV-704119,,reply_to_client,Policy number provided and verified as active; no claim number is necessary to respond to this document request safely.,"Dear Customer,

Thank you for your email. I can confirm that policy TRV-704119 is active and available for claims.

However, I’m unable to resend or confirm a specific claim email without the claim number or additional claim details. If you have the claim number, please send it to us and we can help further.

Kind regards,
Customer Support",
insurance-email-077,Moving to a new garage,"Hi, I changed the place where my car is usually kept overnight. Do I need to tell you for policy AUT-284600? Please advise.",auto,policy_change,medium,AUT-284600,,escalate_to_human,"Policy is found but currently cancelled; the customer is asking about a policy change, so this needs human review before advising next steps.",,Policy AUT-284600 is cancelled in the system. Please verify whether the customer still needs advice on a cancelled policy and determine the appropriate response about changing the overnight garage location.
insurance-email-078,Home insurance for shared accommodation,"Hello, I now share my flat with two friends and want to know if this affects my home cover. Policy HMO-990174. I just want to be sure.",home,policy_information,medium,HMO-990174,,escalate_to_human,"Policy found, but the email asks whether sharing the flat affects cover; the record only shows a pending premium payment and does not provide coverage terms for shared accommodation.",,Please review policy HMO-990174 and confirm whether living with two friends affects home cover. The record returned only shows that the current premium payment is pending.
insurance-email-079,Travel claim receipt query,"Good evening, I sent my receipts for a meal reimbursement claim but the amount seems wrong. Claim TRC-331265. Could you check it?",travel,claim_status,high,,TRC-331265,escalate_to_human,Customer is disputing the claim amount and the case is flagged for human review; only limited claim status is available.,,Customer says the meal reimbursement amount seems wrong for travel claim TRC-331265. Claim record shows status under_review and notes that trip evidence is being checked. Please verify the receipt calculation and respond to the customer.
insurance-email-080,Need policy number confirmation,"Dear team, can you confirm the policy number for my car insurance? I think it is AUT-556988 but I want to make sure I use the right one.",auto,policy_information,low,AUT-556988,,escalate_to_human,"Policy number provided by the customer was not found in the internal record lookup, so confirmation cannot be completed safely.",,"Customer asked to confirm auto policy number AUT-556988, but the policy lookup returned not found. Please verify whether the number is correct or locate the appropriate policy before responding."
insurance-email-081,Complaint about delayed response,"Hello, I am very unhappy with how long it is taking to get a reply about my home claim. I have written twice already and still no answer. Claim HCL-118620. Please deal with this urgently.",home,complaint,urgent,,HCL-118620,escalate_to_human,"Complaint about delayed response requires human handling; claim record confirms the claim exists and is awaiting documents, but the complaint itself should be addressed by a human operator.",,"Customer is complaining about delayed response on home claim HCL-118620. Claim is found and currently waiting for photos and repair documentation. Please review the communication history, respond to the customer urgently, and advise on any missing documents needed."
insurance-email-082,Travel policy cancellation fee,"Hi, if I cancel my travel insurance before the start date, is there a fee? Policy TRV-439275. I might not need the trip anymore.",travel,policy_cancellation,medium,TRV-439275,,reply_to_client,"Policy record found and indicates the travel policy is expired prior to the request, so a safe factual response can be provided without assessing cancellation terms.","Subject: Re: Travel policy cancellation fee

Hello,

I checked policy TRV-439275, and it is currently marked as expired. Because the policy expired before your request, the cancellation question would need to be reviewed in that context.

If you would like, please let us know whether you are asking about a new policy purchase or another active travel policy, and we can help further.

Kind regards,
Customer Service",
insurance-email-083,Auto policy document correction,"Dear support, the spelling of my surname is incorrect on my auto documents. Policy AUT-720118. Please correct it to the proper spelling.",auto,policy_change,medium,AUT-720118,,escalate_to_human,"Customer is requesting a policy document correction, which requires manual verification and update of personal details.",,Customer says the surname is misspelled on auto policy documents for policy AUT-720118. Policy is active. Please verify the correct legal spelling against supporting documents and update the policy records/documents if appropriate.
insurance-email-084,Need help after fire alarm incident,"Hello, there was a small electrical fire in my kitchen and the smoke alarm went off. I'm not sure whether this is a claim or just for advice. Home policy HMO-601347.",home,claim_opening,high,HMO-601347,,escalate_to_human,Customer is reporting a potential loss event and the message explicitly requires human review; this should be handled by a human to determine whether a claim should be opened and what next steps are appropriate.,,Customer reports a small electrical fire in the kitchen with smoke alarm activation. Policy HMO-601347 is active. Please review for claim-opening guidance and advise the customer on next steps.
insurance-email-085,Travel insurance proof for airline,"Good afternoon, the airline asked me to show proof of travel insurance at check-in. Could you send me a certificate for policy TRV-910084? Thanks.",travel,document_request,medium,TRV-910084,,reply_to_client,Policy TRV-910084 was found and is active; the request is a straightforward document request that can be handled safely.,"Subject: Re: Travel insurance proof for airline

Good afternoon,

Thank you for your message. Your travel policy TRV-910084 is active.

If you need a certificate of insurance for airline check-in, please let us know and we can help with the next steps to provide it.

Kind regards,
Insurance Support",
insurance-email-086,Auto claim settlement received,"Hi, I received a cheque for my auto claim but I don't understand if it is the final amount. Claim number CLM-665430. Can you confirm?",auto,claim_status,high,,CLM-665430,escalate_to_human,"The email asks whether a received cheque is the final settlement amount, but the claim record only shows the claim is still under review and does not confirm settlement details. This is a contested/high-impact status question and requires human verification.",,"Claim CLM-665430 is under review. Customer is asking whether a received cheque represents the final settlement amount. Please verify the current claim status, any issued payment breakdown, and whether further payments may be pending before responding."
insurance-email-087,Home contents query,"Dear team, does my home policy cover accidental damage to a television if my child knocks it over? Policy HMO-374901. I am trying to understand the cover.",home,policy_information,medium,HMO-374901,,escalate_to_human,Policy record found but it is cancelled; cover eligibility cannot be answered safely from the available record and requires human review of the cancellation context and applicable cover terms.,,"Please verify the cancelled home policy HMO-374901 and confirm whether the customer has any active cover or if a separate reinstatement/renewal record applies. The customer is asking whether accidental damage to a television is covered, but the retrieved record only shows cancellation."
insurance-email-088,Travel claim and missing bag tag,"Hello, my checked bag did not arrive and I filed a claim. I have the airline report but lost the bag tag. Claim TRC-558120. Is the tag required?",travel,claim_status,medium,,TRC-558120,reply_to_client,Claim record was found and contains enough status information to answer the customer’s question safely without inventing any policy specifics.,"Subject: Re: Travel claim TRC-558120

Hello,

Thank you for reaching out. We found your claim TRC-558120, and claim review has been completed. Payment processing has started.

Regarding the bag tag: I’m not able to confirm document requirements from the claim record alone. If you need to provide any additional claim documents, please submit them through the usual claims channel and include your airline report and any other supporting paperwork you have.

Kind regards,
Claims Support",
insurance-email-089,Change of occupation,"Hi, my job has changed recently and I am wondering if I need to tell you for my car insurance. Policy AUT-449773. Please advise.",auto,policy_change,medium,AUT-449773,,escalate_to_human,"Policy number provided, but the policy record was not found, so we cannot safely advise on the requested change.",,Customer asks whether a job/occupation change must be reported for auto policy AUT-449773. Policy lookup returned not found. Please verify the policy number and confirm the correct policy details before responding.
insurance-email-090,Need an update on home repair,"Dear claims team, the contractor said he was waiting for approval from you. Claim CLM-904331 for water damage at my home. Can you let me know if it is approved yet?",home,claim_status,medium,,CLM-904331,reply_to_client,Claim record found and status information is sufficient to answer the customer’s request safely without making coverage or approval decisions.,"Dear Customer,

Thank you for your email regarding claim CLM-904331.

I can confirm that the claim is on file and its current status is received. At this time, the record indicates that further information may be requested.

If you have been asked to provide additional documents or details, please send them as soon as possible so the claim can continue to be reviewed.

Kind regards,
Claims Team",
insurance-email-091,Travel insurance starting tomorrow,"Hello, I bought travel insurance for a trip leaving tomorrow, but I cannot see the confirmation email. Policy TRV-266509. Please resend it if possible.",travel,document_request,medium,TRV-266509,,reply_to_client,Policy record was found and the request is a straightforward document resend request; no sensitive or contested issue is present. The record details are sufficient to respond safely by confirming we can assist with sending the confirmation and noting the policy status factually.,"Subject: Re: Travel insurance starting tomorrow

Hello,

Thanks for reaching out. We found your travel policy TRV-266509.

Our records show that this policy is expired and is not currently valid.

If you still need a copy of the confirmation email for your records, please let us know and we can help with the next steps.

Kind regards,
Customer Support",
insurance-email-092,Auto renewal with new mileage,"Hi, my annual car mileage has gone up and I want to check if that changes my premium. Policy AUT-818270. I can send the new estimate if needed.",auto,policy_change,medium,AUT-818270,,escalate_to_human,"Customer is asking whether a mileage change affects premium, which requires policy-specific underwriting/quote review beyond the available record.",,"Policy AUT-818270 is active. Please verify whether the mileage change can be accommodated, whether a revised premium applies, and what documentation or estimate is needed before responding to the customer."
insurance-email-093,Home claim due to theft,"Good morning, someone broke into my shed and took tools. I want to report a home contents claim. Policy HMO-567128. I have a list of the missing items.",home,claim_opening,high,HMO-567128,,reply_to_client,Policy was found and the email is a straightforward claim-opening request with sufficient information to direct the customer to the next step.,"Subject: Re: Home claim due to theft

Good morning,

Thank you for contacting us about the theft from your shed. We have located your home policy, and it is currently showing as active with a renewal payment pending processing.

Please send us the list of missing items and any supporting information you have, such as the date and time you discovered the theft, a police report reference if available, and any photos or receipts for the tools. We will then be able to log the claim details for review.

Kind regards,
Claims Team",
insurance-email-094,Need help understanding excess,"Dear team, could you explain what excess I would need to pay if I make a claim on my travel insurance? Policy TRV-603410. I am not sure I understand the wording.",travel,policy_information,medium,TRV-603410,,escalate_to_human,"Policy was found but only shows expired status; no excess information is available from the record, so the customer’s question cannot be answered safely.",,Customer asks for excess details on travel policy TRV-603410. The policy record found is expired and contains no excess/coverage wording. Please verify the correct active policy or provide the applicable excess information from the policy documents.
insurance-email-095,Change name after marriage,"Hello, I got married and need the name on my home policy updated. Policy HMO-822605. Please tell me what documents you need.",home,policy_change,medium,HMO-822605,,escalate_to_human,"Policy number provided but the policy record was not found, so the request cannot be answered safely or completely.",,Customer requests a name change after marriage for home policy HMO-822605. Policy lookup returned not found. Please verify the policy number and advise on the correct update process and required documents if the policy can be located.
insurance-email-096,Car damage after pothole,"Hi, I hit a deep pothole and now one of my tires and the rim are damaged. Can I claim under my auto policy? Number AUT-190744.",auto,claim_opening,high,AUT-190744,,reply_to_client,Policy found and active; request is a general coverage question that can be answered without making a claim decision.,"Subject: Re: Car damage after pothole

Hello,

Thank you for your email. I can confirm that your auto policy is active and usable.

Whether damage from hitting a pothole is covered depends on the terms of your policy and the type of coverage that applies. If you’d like, I can help you with the next steps for opening a claim or direct you to review your policy documents for coverage details.

If you want to proceed, please let us know and we can assist further.

Best regards,
Customer Care",
insurance-email-097,Travel reimbursement for missed connection,"Good day, I missed my connecting flight because the first plane arrived late. I had to buy a new ticket. Policy TRV-773519. Can I claim this?",travel,claim_opening,high,TRV-773519,,reply_to_client,"Policy record found; it is cancelled and no longer in force, so I can safely explain that coverage is unavailable based on the record.","Good day,

Thank you for your message. I reviewed policy TRV-773519, and the record shows that this policy is cancelled and no longer in force.

Because of that, I’m unable to confirm coverage for the missed-connection expense under this policy.

If you would like, you can contact us with any additional policy details or documents for review.

Kind regards,",
insurance-email-098,Home policy for basement flood,"Dear support, my basement flooded after heavy rain and I want to know whether my policy covers this. Policy HMO-318944. Please advise before I arrange repairs.",home,policy_information,high,HMO-318944,,escalate_to_human,"The email asks for coverage interpretation for a specific flood-related loss, but the policy record returned only basic status information and no coverage terms or exclusions. This requires human review to verify the applicable policy wording before responding.",,"Please review policy HMO-318944 for basement flood / heavy rain coverage, including water damage and flood exclusions, and advise the customer before repairs are arranged."
insurance-email-099,Claim number and policy confusion,"Hello, I have both a claim number and policy number but I am not sure which one to use for an update request. The claim might be CLM-201995 and the policy is AUT-501337. Sorry for the confusion.",auto,claim_status,medium,AUT-501337,CLM-201995,escalate_to_human,Claim was not found and the email itself indicates confusion about which identifier to use; human review is required to verify the correct claim or advise next steps.,,"Customer provided policy AUT-501337, which is active, but claim CLM-201995 was not found. Please verify whether the claim number is incorrect or missing, and confirm which identifier should be used for the update request."
insurance-email-100,Can you send proof of insurance?,"Hi, I need proof that my auto insurance is active because I am registering a car this week. Policy AUT-675214. Could you email it to me today?",auto,document_request,high,AUT-675214,,reply_to_client,"Policy AUT-675214 was found and is active, so a proof-of-insurance response can be sent safely using verified policy information.","Subject: Re: Proof of insurance request

Hello,

Thank you for your email. I can confirm that policy AUT-675214 is currently active for auto insurance.

If you need an official proof-of-insurance document, please let us know and we can help with the next steps.

Best regards,
Insurance Team",
insurance-email-101,Travel claim for cancelled excursion,"Dear team, I booked an excursion on holiday but it was cancelled by the operator and I lost the money. Does travel insurance cover this? Policy TRV-880512.",travel,policy_information,medium,TRV-880512,,reply_to_client,Policy record found and the request is a general coverage question; the only verified fact is that the policy is expired.,"Dear Customer,

Thank you for your email regarding policy TRV-880512.

We were able to confirm that this travel policy has expired. Based on that record, we cannot assess coverage for the cancelled excursion under the current policy status.

If you would like, please review your policy documents or contact us with an active policy number so we can help further.

Kind regards,
Customer Service",
insurance-email-102,Home insurance billing question,"Hello, my home policy payment is normally taken on the 3rd, but this month it came out on the 1st. Policy HMO-144739. Can you explain why?",home,payment_information,medium,HMO-144739,,escalate_to_human,"Policy record was found, but it does not include billing or payment timing details needed to explain the date change safely.",,"Customer asks why a home policy payment moved from the 3rd to the 1st. Policy HMO-144739 is active, but the retrieved record does not include billing schedule or transaction details. Please verify the billing history and explain the date change."
insurance-email-103,Need to add glass cover,"Hi, I want to add glass cover to my car insurance because my windshield keeps getting chips. Policy AUT-947221. Please let me know the cost.",auto,policy_change,medium,AUT-947221,,escalate_to_human,"Policy found, but the request is a policy change and the record shows outstanding payment verification, so this should be reviewed before advising on coverage changes or cost.",,"Customer wants to add glass cover to auto policy AUT-947221. Policy record is in payment_pending status with payment verification outstanding. Please verify eligibility for coverage changes, confirm whether glass cover can be added, and provide the correct cost/next steps."
insurance-email-104,Claim follow-up after phone call,"Good afternoon, I spoke to someone last week about claim HCL-700418 for storm damage, and they said I would get an update. I have not received one yet.",home,claim_status,medium,,HCL-700418,reply_to_client,Claim record found and status can be shared safely without making decisions or promises.,"Good afternoon,

Thank you for your follow-up regarding claim HCL-700418. I can confirm that the claim is currently under review pending policy and damage checks.

If you would like, you may reply to this email with any additional information or documentation that may help the review process.

Kind regards,",
insurance-email-105,Travel policy certificate for employer,"Dear support, my employer needs a copy of my travel insurance certificate for an upcoming work trip. Policy TRV-339801. Please send a PDF if possible.",travel,document_request,medium,TRV-339801,,escalate_to_human,"Policy number provided but the policy record was not found, so the certificate request cannot be fulfilled safely.",,"Customer requests a travel insurance certificate for policy TRV-339801, but the policy record was not found. Please verify the policy number and locate the correct policy before responding or issuing any document."
insurance-email-106,Policy not found in app,"Hello, I added my home insurance to the app but it does not show any details. Policy HMO-920455. Can you check if everything is linked correctly?",home,policy_information,medium,HMO-920455,,reply_to_client,Policy record found; the issue can be answered safely with the available status information.,"Hello,

I checked policy HMO-920455 and confirmed it is marked as cancelled in our system. If you expected to see active policy details in the app, that would explain why nothing is displaying.

If you believe this is incorrect or if you need help understanding the status shown, please let us know and we can look into it further.

Kind regards,",
insurance-email-107,Accident report question,"Hi, I had a small bump with another car in a supermarket car park. Do I need to send a police report for my auto claim? Policy AUT-608933. Nobody was hurt.",auto,claim_opening,medium,AUT-608933,,escalate_to_human,"Policy number provided but no matching policy record was found, so I cannot safely answer the claim-opening question from internal records alone.",,Customer is asking whether a police report is needed for an auto claim. Policy AUT-608933 was not found in the system. Please verify the policy number and advise based on the applicable policy terms and claim reporting requirements.
insurance-email-108,Travel insurance for lost passport,"Good morning, I lost my passport during a trip and had to pay for replacement papers. Is that something I can claim on travel insurance? Policy TRV-452108.",travel,claim_opening,medium,TRV-452108,,reply_to_client,"Policy was found and is active; the customer is asking a general coverage question, which can be answered safely without making any claim decision.","Good morning,

Thank you for your message. Your travel policy is currently active.

For a question like this, whether replacement passport or travel document expenses can be claimed depends on the specific terms, exclusions, and any supporting documents required under your policy. If you would like to make a claim, please send the details of the loss, the date and location of the incident, and copies of any receipts or official reports you have.

If you need help with the next steps, please let us know and we can assist.

Kind regards,",
insurance-email-109,Home claim pending approval,"Dear claims department, my house claim CLM-996210 has been pending for a week. Can you tell me if any more evidence is needed? I already sent the photos and estimate.",home,claim_status,medium,,CLM-996210,reply_to_client,Claim record found and contains enough information to answer the status inquiry safely.,"Dear Customer,

Thank you for your email regarding claim CLM-996210. Our records show that your claim is currently under review and is awaiting a pending verification step.

At this time, we do not have any additional information indicating that further evidence is needed. We have noted that you have already submitted photos and an estimate.

If anything else is required, you will be contacted directly.

Kind regards,
Claims Department",
insurance-email-110,Update bank details,"Hello, my bank account changed and I need to update the payment details for my travel policy. Policy TRV-111904. Please let me know how.",travel,policy_change,medium,TRV-111904,,reply_to_client,"Policy found and the request is a routine payment-details update; the record indicates payment verification is pending, but there is enough information to provide a safe process response without changing the policy.","Subject: Re: Update bank details

Hello,

Thank you for your message. I can help with updating your payment details for policy TRV-111904.

To proceed, please reply with your updated bank account details using a secure channel or follow your usual policy servicing process for payment information updates. Please do not send sensitive banking information by unsecure email.

Please also note that payment verification is currently pending on this policy, so any payment-related update may need to be reviewed before it can take effect.

If you’d like, I can also help you with the next steps for submitting the update securely.

Kind regards,",
insurance-email-111,Auto policy cover abroad,"Hi, I am taking my car into another country for a few months and want to make sure the auto policy still covers me there. Policy AUT-777209. Thanks.",auto,policy_information,medium,AUT-777209,,reply_to_client,"Policy record found and active; the customer asks for general coverage confirmation abroad, which can be answered with the available policy status only.","Subject: Re: Auto policy cover abroad

Hello,

Thank you for your email. I can confirm that policy AUT-777209 is active and has valid cover dates.

If you are planning to take your car into another country for a few months, please review your policy terms or contact us to confirm whether cover applies in that country and whether any conditions, restrictions, or notifications are required before travel.

Kind regards,
Customer Service",
insurance-email-112,Need copy of claim form,"Dear team, could you send me a copy of the claim form I submitted for my home damage case? Claim number CLM-388415. I need it for my records.",home,document_request,medium,,CLM-388415,escalate_to_human,"Claim number was provided, but the claim record was not found, so the request cannot be completed safely.",,Customer requests a copy of the claim form for claim CLM-388415. The claim record was not found in the system; please verify the claim number and locate the correct record before responding.
insurance-email-113,Travel claim mistake,"Hello, I think I selected the wrong trip dates when I filed my travel claim. Claim TRC-509773. Is it possible to correct this?",travel,document_submission,medium,,TRC-509773,reply_to_client,Claim record found and the request is a straightforward document correction inquiry that can be answered safely without policy changes or claim adjudication.,"Hello,

Thank you for your message. Your travel claim TRC-509773 is currently waiting for receipts and itinerary documents.

If you selected the wrong trip dates, please send the correct trip dates along with any updated supporting travel documents so the claim file can be reviewed and updated as needed.

Best regards,
Claims Support",
insurance-email-114,Home insurance and new pets,"Hi, we just got two cats and I am wondering if that affects my home insurance in any way. Policy HMO-663290. Please let me know.",home,policy_information,medium,HMO-663290,,escalate_to_human,"Policy number provided, but the policy record was not found, so the question cannot be answered safely from available information.",,Customer asks whether adding two cats affects home insurance for policy HMO-663290. Policy lookup returned not found. Please verify the policy number and advise on pet-related coverage or underwriting implications.
